date,char,roll,dice
2020-10-20 22:29,Tanus,7,d20
2020-10-20 22:55,Kalain,16,d20
2020-10-20 23:11,Faroon,15,d20
2020-10-20 23:11,Faroon,15,d20
2020-10-27 22:52,Faroon,8,1d6+3
2020-10-27 22:52,Tanus,6,1d6+3
2020-10-27 22:53,Kalain,5,1d6+2
2020-10-27 22:53,Faroon,4,1d6+3
2020-10-27 22:53,Kalain,8,1d6+2
2020-10-27 23:06,Tanus,10,d20
2020-10-27 23:26,Faroon,7,d20
2020-10-27 23:26,Faroon,4,d20
2020-10-27 23:34,Kalain,11,d20
2020-11-05 21:46,Caris,11,d20
2020-11-05 21:46,Tanus,8,d20
2020-11-05 21:46,Kalain,10,d20
2020-11-05 21:46,Faroon,12,d20
2020-11-05 22:23,Caris,3,d20
2020-11-05 22:25,Kalain,7,d20
2020-11-05 22:28,Caris,9,1d6+3
2020-11-05 22:28,Tanus,8,1d6+3
2020-11-05 22:32,Kalain,6,1d6+2
2020-11-05 22:33,Caris,4,1d6+3
2020-11-05 22:33,Tanus,5,1d6+3
2020-11-05 22:33,Tanus,15,d20
2020-11-05 22:33,Tanus,1,d20
2020-11-05 22:51,Caris,5,d20
2020-11-05 22:51,Kalain,7,d20
2020-11-05 22:51,Faroon,15,d20
2020-11-05 22:55,Caris,19,d20
2020-11-05 22:55,Kalain,19,d20
2020-11-05 23:03,Caris,19,d20
2020-11-05 23:08,Kalain,3,d20
2020-11-05 23:17,Tanus,16,d20
2020-11-05 23:17,Tanus,14,d20
2020-11-05 23:30,Faroon,9,1d6+3
2020-11-05 23:30,Tanus,9,1d6+3
2020-11-05 23:30,Caris,5,1d6+3
2020-11-05 23:30,Kalain,6,1d6+2
2020-11-05 23:31,Faroon,5,1d6+3
2020-11-05 23:31,Faroon,7,1d6+3
2020-11-05 23:31,Kalain,4,1d6+2
2020-11-05 23:31,Caris,4,1d6+3
2020-11-10 22:08,Faroon,16,d20
2020-11-10 22:08,Faroon,2,d20
2020-11-10 22:08,Faroon,2,d20
2020-11-10 22:08,Faroon,2,d20
2020-11-10 22:34,Tanus,11,d20
2020-11-10 22:34,Tanus,6,na
2020-11-10 22:34,Tanus,4,d20
2020-11-10 23:05,Tanus,11,d20
2020-11-10 23:06,Kalain,13,d20
2020-11-10 23:06,Tanus,3,d20
2020-11-10 23:06,Tanus,3,d20
2020-11-10 23:06,Tanus,3,d20
2020-11-10 23:13,Caris,3,d20
2020-11-10 23:13,Caris,6,d20
2020-11-10 23:13,Caris,19,d20
2020-11-10 23:17,Faroon,18,d20
2020-11-10 23:19,Kalain,20,d20
2020-11-10 23:24,Faroon,16,d20
2020-11-10 23:33,Tanus,18,d20
2020-11-10 23:33,Tanus,15,d20
2020-11-17 22:07,Faroon,10,d20
2020-11-17 22:07,Faroon,7,1d6+3
2020-11-17 22:25,Caris,7,1d6+4
2020-11-17 22:25,Kalain,6,1d6+2
2020-11-17 22:25,Tanus,9,1d6+4
2020-11-17 22:26,Faroon,4,1d6+3
2020-11-17 22:26,Caris,7,1d6+4
2020-11-17 22:26,Caris,5,1d6+4
2020-11-24 22:05,Tanus,5,d20
2020-11-24 22:09,Faroon,18,d20
2020-11-24 22:26,Tanus,3,d20
2020-11-24 22:31,Caris,15,d20
2020-11-24 22:44,Kalain,8,d20
2020-11-24 23:07,Tanus,5,d20
2020-11-24 23:07,Tanus,16,d20
2020-11-24 23:14,Tanus,1,d20
2020-11-24 23:14,Faroon,19,d20
2020-11-24 23:14,Kalain,10,d20
